ticker,cik,company_name,ipo_date,sector,industry,sec_sect,sec_ind,state_incorp
MDT,1613103,Medtronic plc,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS, ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,nan
MDU,67716,MDU RESOURCES GROUP INC,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels), MINING_ QUARRYING OF NONMETALLIC MINERALS (NO FUELS), MINING_ QUARRYING OF NONMETALLIC MINERALS (NO FUELS),nan
MED,910329,MEDIFAST INC,n/a,Consumer Non-Durables,Packaged Foods, MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS, MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,DE
MEDP,1668397,Medpace Holdings  Inc.,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch, SERVICES,COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,DE
MEET,1078099,Meet Group  Inc.,n/a,Consumer Services,Advertising, SERVICES,ADVERTISING,DE
MEI,65270,METHODE ELECTRONICS INC,n/a,Capital Goods,Electrical Products, ELECTRONIC CONNECTORS, ELECTRONIC CONNECTORS,DE
MEIP,1262104,MEI Pharma  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MESA,810332,MESA AIR GROUP INC,2018,Transportation,Air Freight/Delivery Services, AIR TRANSPORTATION_ SCHEDULED, AIR TRANSPORTATION_ SCHEDULED,NV
MET,1099219,METLIFE INC,2000,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,DE
METC,1687187,Ramaco Resources  Inc.,2017,Energy,Coal Mining, BITUMINOUS COAL & LIGNITE MINING, BITUMINOUS COAL & LIGNITE MINING,DE
MFA,1055160,MFA FINANCIAL  INC.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
MFNC,36506,MACKINAC FINANCIAL CORP /MI/,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MI
MFSF,1094810,MUTUALFIRST FINANCIAL INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MD
MG,1436126,Mistras Group  Inc.,2009,Consumer Services,Military/Government/Technical, SERVICES,ENGINEERING SERVICES,DE
MGEE,1161728,MGE ENERGY INC,n/a,Energy,Electric Utilities: Central, ELECTRIC_ GAS & SANITARY SERVICES, ELECTRIC_ GAS & SANITARY SERVICES,WI
MGEN,1590750,MIRAGEN THERAPEUTICS  INC.,2014,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,DE
MGI,1273931,MONEYGRAM INTERNATIONAL INC,n/a,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
MGLN,19411,MAGELLAN HEALTH INC,n/a,Health Care,Hospital/Nursing Management, SERVICES,HOSPITALS,DE
MGM,789570,MGM Resorts International,n/a,Consumer Services,Hotels/Resorts, HOTELS & MOTELS, HOTELS & MOTELS,DE
MGNX,1125345,MACROGENICS INC,2013,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MGPI,835011,MGP INGREDIENTS INC,n/a,Consumer Non-Durables,Beverages (Production/Distribution), WHOLESALE,BEER_ WINE & DISTILLED ALCOHOLIC BEVERAGES,KS
MGRC,752714,MCGRATH RENTCORP,1984,Technology,Diversified Commercial Services, SERVICES,EQUIPMENT RENTAL & LEASING_ NEC,CA
MGTA,1690585,Magenta Therapeutics  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MGY,1698990,Magnolia Oil & Gas Corp,2017,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
MHH,1437226,Mastech Digital  Inc.,n/a,Consumer Services,Professional Services, SERVICES,MANAGEMENT CONSULTING SERVICES,PA
MHK,851968,MOHAWK INDUSTRIES INC,n/a,Consumer Durables,Home Furnishings, CARPETS AND RUGS, CARPETS AND RUGS,DE
MHLD,1412100,Maiden Holdings  Ltd.,n/a,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,D0
MHO,799292,M I HOMES INC,1993,Capital Goods,Homebuilding, OPERATIVE BUILDERS, OPERATIVE BUILDERS,OH
MIC,1289790,Macquarie Infrastructure Corp,2004,Energy,Oil Refining/Marketing, WHOLESALE,PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS),DE
MIDD,769520,MIDDLEBY CORP,n/a,Technology,Industrial Machinery/Components, REFRIGERATION & SERVICE INDUSTRY MACHINERY, REFRIGERATION & SERVICE INDUSTRY MACHINERY,IL
MIK,1593936,Michaels Companies  Inc.,2014,Consumer Services,Recreational Products/Toys, RETAIL,HOBBY_ TOY & GAME SHOPS,DE
MIND,926423,MITCHAM INDUSTRIES INC,1994,Technology,Diversified Commercial Services, SERVICES,EQUIPMENT RENTAL & LEASING_ NEC,TX
MINI,911109,MOBILE MINI INC,1994,Capital Goods,Metal Fabrications, FABRICATED PLATE WORK (BOILER SHOPS), FABRICATED PLATE WORK (BOILER SHOPS),DE
MITK,807863,MITEK SYSTEMS INC,n/a,Technology,Computer peripheral equipment, COMPUTER PERIPHERAL EQUIPMENT_ NEC, COMPUTER PERIPHERAL EQUIPMENT_ NEC,DE
MITT,1514281,AG Mortgage Investment Trust  Inc.,2011,n/a,n/a, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
MJCO,1626853,Majesco,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,CA
MKC,63754,MCCORMICK & CO INC,n/a,Consumer Non-Durables,Packaged Foods, MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS, MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,MD
MKGI,1372183,Monaker Group  Inc.,n/a,Consumer Services,Transportation Services, TRANSPORTATION SERVICES, TRANSPORTATION SERVICES,NV
MKL,1096343,MARKEL CORP,1986,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,VA
MKSI,1049502,MKS INSTRUMENTS INC,1999,Capital Goods,Industrial Machinery/Components, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL,MA
MKTX,1278021,MARKETAXESS HOLDINGS INC,2004,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,nan
MLAB,724004,MESA LABORATORIES INC /CO,n/a,Capital Goods,Industrial Machinery/Components, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL, INDUSTRIAL INSTRUMENTS FOR MEASUREMENT_ DISPLAY_ AND CONTROL,CO
MLHR,66382,MILLER HERMAN INC,n/a,Consumer Durables,Office Equipment/Supplies/Services, OFFICE FURNITURE, OFFICE FURNITURE,MI
MLI,89439,MUELLER INDUSTRIES INC,n/a,Capital Goods,Metal Fabrications, ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS, ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,DE
MLM,916076,MARTIN MARIETTA MATERIALS INC,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels), MINING_ QUARRYING OF NONMETALLIC MINERALS (NO FUELS), MINING_ QUARRYING OF NONMETALLIC MINERALS (NO FUELS),NC
MLND,1544227,Millendo Therapeutics  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MLNT,1461993,MELINTA THERAPEUTICS  INC. /NEW/,2012,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MLP,63330,MAUI LAND & PINEAPPLE CO INC,n/a,Finance,Real Estate, REAL ESTATE, REAL ESTATE,HI
MLR,924822,MILLER INDUSTRIES INC /TN/,n/a,Capital Goods,Construction/Ag Equipment/Trucks, TRUCK & BUS BODIES, TRUCK & BUS BODIES,TN
MLSS,855683,MILESTONE SCIENTIFIC INC.,2015,Health Care,Industrial Specialties, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,DE
MLVF,1550603,MALVERN BANCORP  INC.,n/a,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,PA
MMAC,1003201,MMA Capital Holdings  Inc.,n/a,Finance,Real Estate, REAL ESTATE, REAL ESTATE,DE
MMC,62709,MARSH & MCLENNAN COMPANIES  INC.,n/a,Finance,Specialty Insurers, INSURANCE AGENTS BROKERS & SERVICES, INSURANCE AGENTS BROKERS & SERVICES,DE
MMI,1578732,Marcus & Millichap  Inc.,2013,Finance,Real Estate, REAL ESTATE AGENTS & MANAGERS (FOR OTHERS), REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),DE
MMM,66740,3M CO,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
MMS,1032220,MAXIMUS INC,1997,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,VA
MMSI,856982,MERIT MEDICAL SYSTEMS INC,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,UT
MN,1524223,Manning & Napier  Inc.,2011,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,nan
MNI,1056087,MCCLATCHY CO,1988,Consumer Services,Newspapers/Magazines, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING, NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING,DE
MNK,1567892,Mallinckrodt plc,2013,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,nan
MNKD,899460,MANNKIND CORP,2004,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MNLO,1566044,Menlo Therapeutics Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MNOV,1226616,MEDICINOVA INC,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MNR,67625,MONMOUTH REAL ESTATE INVESTMENT CORP,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
MNRO,876427,MONRO  INC.,1991,Consumer Services,Automotive Aftermarket, SERVICES,AUTOMOTIVE REPAIR_ SERVICES & PARKING,NY
MNST,865752,Monster Beverage Corp,n/a,Consumer Non-Durables,Beverages (Production/Distribution), BOTTLED & CANNED SOFT DRINKS CARBONATED WATERS, BOTTLED & CANNED SOFT DRINKS CARBONATED WATERS,nan
MNTA,1235010,MOMENTA PHARMACEUTICALS INC,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
MNTX,1302028,Manitex International  Inc.,n/a,Technology,Industrial Machinery/Components, SPECIAL INDUSTRY MACHINERY_ NEC, SPECIAL INDUSTRY MACHINERY_ NEC,MI
MO,764180,ALTRIA GROUP  INC.,n/a,Consumer Non-Durables,Farming/Seeds/Milling, CIGARETTES, CIGARETTES,VA
MOBL,1470099,MOBILEIRON  INC.,2014,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
MOD,67347,MODINE MANUFACTURING CO,n/a,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,WI
MODN,1118417,MODEL N  INC.,2013,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
MOFG,1412665,MidWestOne Financial Group  Inc.,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,IA
MOH,1179929,MOLINA HEALTHCARE INC,2003,Health Care,Medical Specialities, HOSPITAL & MEDICAL SERVICE PLANS, HOSPITAL & MEDICAL SERVICE PLANS,DE
MORN,1289419,Morningstar  Inc.,2005,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,IL
MOS,1285785,MOSAIC CO,n/a,Basic Industries,Agricultural Chemicals, AGRICULTURE CHEMICALS, AGRICULTURE CHEMICALS,nan
MOV,72573,MOVADO GROUP INC,n/a,Consumer Non-Durables,Consumer Specialties, WATCHES_ CLOCKS_ CLOCKWORK OPERATED DEVICES/PARTS, WATCHES_ CLOCKS_ CLOCKWORK OPERATED DEVICES/PARTS,NY
MPAA,918251,MOTORCAR PARTS AMERICA INC,n/a,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,NY
MPC,1510295,Marathon Petroleum Corp,n/a,Energy,Integrated oil Companies, PETROLEUM REFINING, PETROLEUM REFINING,DE
MPO,1533924,Midstates Petroleum Company  Inc.,2016,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
MPW,1287865,MEDICAL PROPERTIES TRUST INC,2005,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
MPWR,1280452,MONOLITHIC POWER SYSTEMS INC,2004,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
MPX,1129155,MARINE PRODUCTS CORP,n/a,Capital Goods,Marine Transportation, SHIP & BOAT BUILDING & REPAIRING, SHIP & BOAT BUILDING & REPAIRING,DE
MR,1600470,Montage Resources Corp,2014,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
MRAM,1438423,EVERSPIN TECHNOLOGIES INC,2016,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,nan
MRBK,64908,MERCANTILE BANKSHARES CORP,2017,n/a,n/a, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,MD
MRC,1439095,MRC GLOBAL INC.,2012,Capital Goods,Industrial Machinery/Components, WHOLESALE,INDUSTRIAL MACHINERY & EQUIPMENT,DE
MRCY,1049521,MERCURY SYSTEMS INC,1998,Capital Goods,Electrical Products, ELECTRONIC COMPONENTS & ACCESSORIES, ELECTRONIC COMPONENTS & ACCESSORIES,MA
MRIN,1389002,MARIN SOFTWARE INC,n/a,Technology,EDP Services, SERVICES,COMPUTER PROCESSING & DATA PREPARATION,DE
MRK,310158,Merck & Co.  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,NJ
MRKR,1094038,Marker Therapeutics  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MRLN,1260968,MARLIN BUSINESS SERVICES CORP,2003,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,nan
MRNS,1267813,MARINUS PHARMACEUTICALS INC,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MRO,101778,MARATHON OIL CORP,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
MRSN,1442836,Mersana Therapeutics  Inc.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MRTN,799167,MARTEN TRANSPORT LTD,1986,Transportation,Trucking Freight/Courier Services, TRUCKING (NO LOCAL), TRUCKING (NO LOCAL),DE
MRTX,1576263,Mirati Therapeutics  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MRVL,1058057,MARVELL TECHNOLOGY GROUP LTD,2000,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,D0
MS,895421,MORGAN STANLEY,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,DE
MSA,66570,MSA Safety Inc,n/a,Health Care,Industrial Specialties, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,nan
MSBI,1466026,Midland States Bancorp  Inc.,2016,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,IL
MSCI,1408198,MSCI Inc.,n/a,Miscellaneous,Business Services, SERVICES,BUSINESS SERVICES_ NEC,DE
MSEX,66004,MIDDLESEX WATER CO,n/a,Public Utilities,Water Supply, WATER SUPPLY, WATER SUPPLY,NJ
MSFT,789019,MICROSOFT CORP,1986,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,WA
MSG,1636519,Madison Square Garden Co,2015,Consumer Services,Services-Misc. Amusement & Recreation, SERVICES,MISCELLANEOUS AMUSEMENT & RECREATION,DE
MSGN,1469372,MSG NETWORKS INC.,n/a,Consumer Services,Television Services, CABLE & OTHER PAY TELEVISION SERVICES, CABLE & OTHER PAY TELEVISION SERVICES,DE
MSI,68505,Motorola Solutions  Inc.,n/a,Technology,Radio And Television Broadcasting And Communications Equipment, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT, RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,DE
MSL,745981,MIDSOUTH BANCORP INC,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,LA
MSM,1003078,MSC INDUSTRIAL DIRECT CO INC,1995,Capital Goods,Industrial Machinery/Components, WHOLESALE,INDUSTRIAL MACHINERY & EQUIPMENT,NY
MSN,32621,EMERSON RADIO CORP,n/a,Consumer Non-Durables,Consumer Electronics/Appliances, HOUSEHOLD AUDIO & VIDEO EQUIPMENT, HOUSEHOLD AUDIO & VIDEO EQUIPMENT,DE
MSON,880432,MISONIX INC,1992,Capital Goods,Medical Specialities, LABORATORY APPARATUS & FURNITURE, LABORATORY APPARATUS & FURNITURE,NY
MSTR,1050446,MICROSTRATEGY Inc,1998,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
MSVB,1734875,Mid-Southern Bancorp  Inc.,2018,Finance,Savings Institutions, SAVINGS INSTITUTION_ FEDERALLY CHARTERED, SAVINGS INSTITUTION_ FEDERALLY CHARTERED,nan
MTB,36270,M&T BANK CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,NY
MTBC,1582982,MTBC  Inc.,2014,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
MTCH,1575189,Match Group  Inc.,2015,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
MTD,1037646,METTLER TOLEDO INTERNATIONAL INC/,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments, LABORATORY ANALYTICAL INSTRUMENTS, LABORATORY ANALYTICAL INSTRUMENTS,DE
MTDR,1520006,Matador Resources Co,2012,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,TX
MTEM,1183765,Molecular Templates  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MTEX,1056358,MANNATECH INC,n/a,Consumer Durables,Specialty Chemicals, MEDICINAL CHEMICALS & BOTANICAL PRODUCTS, MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,TX
MTG,876437,MGIC INVESTMENT CORP,1991,Finance,Property-Casualty Insurers, SURETY INSURANCE, SURETY INSURANCE,WI
MTH,833079,Meritage Homes CORP,n/a,Capital Goods,Homebuilding, OPERATIVE BUILDERS, OPERATIVE BUILDERS,MD
MTN,812011,VAIL RESORTS INC,1997,Consumer Services,Services-Misc. Amusement & Recreation, SERVICES,MISCELLANEOUS AMUSEMENT & RECREATION,DE
MTOR,1113256,MERITOR INC,n/a,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,IN
MTRN,1104657,MATERION Corp,n/a,Capital Goods,Industrial Specialties, METAL FORGING & STAMPINGS, METAL FORGING & STAMPINGS,OH
MTRX,866273,MATRIX SERVICE CO,1990,Basic Industries,Engineering & Construction, CONSTRUCTION SPECIAL TRADE CONTRACTORS, CONSTRUCTION SPECIAL TRADE CONTRACTORS,DE
MTSC,68709,MTS SYSTEMS CORP,n/a,Capital Goods,Industrial Machinery/Components, MEASURING & CONTROLLING DEVICES_ NEC, MEASURING & CONTROLLING DEVICES_ NEC,MN
MTSI,1493594,MACOM Technology Solutions Holdings  Inc.,2012,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
MTW,61986,MANITOWOC CO INC,n/a,Capital Goods,Construction/Ag Equipment/Trucks, CONSTRUCTION MACHINERY & EQUIP, CONSTRUCTION MACHINERY & EQUIP,WI
MTX,891014,MINERALS TECHNOLOGIES INC,1992,Basic Industries,Major Chemicals, INDUSTRIAL INORGANIC CHEMICALS, INDUSTRIAL INORGANIC CHEMICALS,DE
MTZ,15615,MASTEC INC,n/a,Basic Industries,Water Supply, WATER_ SEWER_ PIPELINE_ COMM AND POWER LINE CONSTRUCTION, WATER_ SEWER_ PIPELINE_ COMM AND POWER LINE CONSTRUCTION,FL
MU,723125,MICRON TECHNOLOGY INC,n/a,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
MUR,717423,MURPHY OIL CORP /DE,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
MUSA,1573516,Murphy USA Inc.,2013,Consumer Durables,Automotive Aftermarket, RETAIL,AUTO DEALERS & GASOLINE STATIONS,DE
MVIS,65770,MICROVISION  INC.,1996,Capital Goods,Industrial Machinery/Components, ELECTRONIC COMPONENTS_ NEC, ELECTRONIC COMPONENTS_ NEC,DE
MWA,1350593,Mueller Water Products  Inc.,2006,Capital Goods,Metal Fabrications, MISCELLANEOUS FABRICATED METAL PRODUCTS, MISCELLANEOUS FABRICATED METAL PRODUCTS,DE
MXIM,743316,MAXIM INTEGRATED PRODUCTS INC,1988,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
MXL,1288469,MAXLINEAR INC,2010,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,nan
MYE,69488,MYERS INDUSTRIES INC,n/a,Consumer Non-Durables,Plastic Products, PLASTICS PRODUCTS_ NEC, PLASTICS PRODUCTS_ NEC,OH
MYFW,1327607,First Western Financial Inc,2018,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,CO
MYGN,899923,MYRIAD GENETICS INC,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,DE
MYL,1623613,Mylan N.V.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,P7
MYO,1369290,MYOMO INC,2017,Health Care,Industrial Specialties, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,DE
MYOK,1552451,MyoKardia Inc,2015,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
MYRG,700923,MYR GROUP INC.,n/a,Basic Industries,Water Supply, WATER_ SEWER_ PIPELINE_ COMM AND POWER LINE CONSTRUCTION, WATER_ SEWER_ PIPELINE_ COMM AND POWER LINE CONSTRUCTION,DE
NAII,787253,NATURAL ALTERNATIVES INTERNATIONAL INC,n/a,Consumer Durables,Specialty Chemicals, MEDICINAL CHEMICALS & BOTANICAL PRODUCTS, MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,DE
NANO,704532,NANOMETRICS INC,1984,Capital Goods,Industrial Machinery/Components, MEASURING & CONTROLLING DEVICES_ NEC, MEASURING & CONTROLLING DEVICES_ NEC,DE
NATH,69733,NATHANS FAMOUS INC,1993,Consumer Services,Restaurants, RETAIL,EATING PLACES,DE
NATI,935494,NATIONAL INSTRUMENTS CORP,1995,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
NATR,275053,NATURES SUNSHINE PRODUCTS INC,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,UT
NAV,808450,NAVISTAR INTERNATIONAL CORP,n/a,Capital Goods,Auto Manufacturing, MOTOR VEHICLES & PASSENGER CAR BODIES, MOTOR VEHICLES & PASSENGER CAR BODIES,DE
NAVB,810509,NAVIDEA BIOPHARMACEUTICALS  INC.,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES, IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,DE
NAVI,1593538,NAVIENT CORP,n/a,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,DE
NBEV,1579823,New Age Beverages Corp,n/a,Consumer Non-Durables,Beverages (Production/Distribution), MALT BEVERAGES, MALT BEVERAGES,WA
NBHC,1475841,National Bank Holdings Corp,2012,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,DE
NBIX,914475,NEUROCRINE BIOSCIENCES INC,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
NBL,72207,NOBLE ENERGY INC,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
